"389th_Strategic_Missile_Wing#0","1"
"1926_in_Brazilian_football#3","0"
"1957%E2%80%9358_in_Swedish_football#0","0"
"1970_in_Brazilian_football#3","0"
"1977_Nebraska_Cornhuskers_football_team#10","0"
"1978%E2%80%9379_Cleveland_Cavaliers_season#5","2"
"1981%E2%80%9382_UEFA_Cup#8","0"
"1982%E2%80%9383_Boston_Celtics_season#1","0"
"1988_in_paleontology#1","0"
"1990_in_race_walking#3","0"
"1995_Cl%C3%A1sico_RCN#0","1"
"1995_FIVB_Volleyball_World_League#0","0"
"1998_Czech_Figure_Skating_Championships#0","1"
"1999%E2%80%932000_Pittsburgh_Penguins_season#3","4"
"2001_South_American_Race_Walking_Championships#11","1"
"2003_in_hammer_throw#2","0"
"2004_Copa_Sudamericana#11","0"
"2005_Tour_de_Georgia#2","1"
"2005_FIBA_Europe_Under-20_Championship#7","0"
"2005_FIBA_Europe_Under-20_Championship#3","0"
"2005_FIBA_Europe_Under-20_Championship#7","0"
"2005_in_race_walking#7","0"
"2006_Copa_de_la_Reina_de_Hockey_Patines#0","0"
"2007_World_Netball_Championships#3","4"
"2008_South_American_Under-23_Championships_in_Athletics_%E2%80%93_Results#15","1"
"2010_Villanova_Wildcats_football_team#0","2"
"2010%E2%80%9311_Minnesota_Wild_season#8","0"
"2010_Asian_Youth_Boys_Volleyball_Championship#9","2"
"2012%E2%80%9313_Major_Indoor_Soccer_League_season#6","0"
"2012_League_of_Ireland#16","0"
"2013_Euro_Winners_Cup#5","0"
"2013_FIBA_Africa_Under-16_Championship_for_Women#3","1"
"2014_Girabola#2","1"
"2014%E2%80%9315_Biathlon_World_Cup_%E2%80%93_World_Cup_9#2","1"
"2014_Quebec_Scotties_Tournament_of_Hearts#15","0"
"2014_FIBA_Basketball_World_Cup#2","0"
"2014%E2%80%9315_Denver_Nuggets_season#3","2"
"2014%E2%80%9315_Copa_Federaci%C3%B3n_de_Espa%C3%B1a#36","0"
"2014%E2%80%9315_Copa_Federaci%C3%B3n_de_Espa%C3%B1a#44","0"
"2015_FIBA_Asia_Under-16_Championship#1","0"
"2015_FIBA_Asia_Under-16_Championship#2","1"
"2015_in_association_football#3","0"
"2015_NACAC_Championships_in_Athletics_%E2%80%93_Results#59","1"
"2016_Copa_Libertadores_first_stage#0","0"
"A._J._Foyt#2","3"
"ANSI_escape_code#SKR#1","1"
"A_Mess_of_Blues#0","0"
"Abb%C3%A0_Pater#1","0"
"Ador_Gjuci#0","0"
"Adventures_in_Paradise_(Christopher_Williams_album)#1","0"
"Akram_Shah#0","1"
"Albanian_alphabet#0","0"
"Albion_River#0","2"
"Alf%C3%A9rez#2","0"
"All_Systems_Go_(Donna_Summer_album)#2","2"
"Amanda_Wilkinson#3","2"
"American_Music_Awards_of_1997#5","0"
"American_Music_Awards_of_2004#7","0"
"B_(S-train)#1","1"
"Bath_Locks#0","0"
"Betty_Go-Belmonte_LRT_Station#0","0"
"Black_or_White#1","0"
"Bloodrock#3","1"
"Blow_Ya_Mind#0","0"
"Boppard_Hauptbahnhof#0","1"
"Brown_Girl_in_the_Ring_(song)#1","0"
"Brwin%C3%B3w_railway_station#0","0"
"Cabinet_of_Samoa#0","1"
"Call_Off_the_Search_(song)#0","0"
"Canada_at_the_2010_Winter_Paralympics#10","0"
"Castilla-La_Mancha#Flag#1","0"
"Catarsis_Tour#0","3"
