"%C2%BFC%C3%B3mo_Te_Llama%3F#1","0","http://dbpedia.org/ontology/Single http://dbpedia.org/ontology/MusicalWork http://dbpedia.org/ontology/Work"
"%C3%81gnes_Sipka#0","1","http://dbpedia.org/ontology/MotorsportSeason"
"%C3%84ngelholm%E2%80%93Helsingborg_Airport#0","0","http://dbpedia.org/ontology/Airline http://dbpedia.org/ontology/Company http://dbpedia.org/ontology/Organisation"
"%C3%81ngel_Di_Mar%C3%ADa#1","0","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"%C3%89ver_Alfaro#0","2","http://dbpedia.org/ontology/ArchitecturalStructure http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/Stadium http://dbpedia.org/ontology/Venue http://dbpedia.org/ontology/Building"
"%C3%89velyne_Brochu#3","3","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"%C3%81ntony_de_%C3%81vila#0","3","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"%C3%8Ele-de-France#Grande_Couronne#0","0","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"%C5%81eba_railway_station#0","0","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/Village"
"%C3%9Ajpesti_TE_(fencing)#1","2","http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/SoccerPlayer"
"1._Rugby_Bundesliga#2","0","http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"007_Racing#0","0","http://dbpedia.org/ontology/Person"
"%C3%96mer_Toprak#0","2","http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SoccerLeague http://dbpedia.org/ontology/SportsLeague"
"1","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Cleric"
"1","1","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Cleric"
"1","2","http://dbpedia.org/ontology/Country"
"1","3","http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"%C3%93scar_Rivas#0","2","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete"
"1001","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Mayor http://dbpedia.org/ontology/Politician"
"1001","1","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"1001","2","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"1003","0","http://dbpedia.org/ontology/Automobile http://dbpedia.org/ontology/MeanOfTransportation"
"1003","1","http://dbpedia.org/ontology/Person"
"1003","2","http://dbpedia.org/ontology/Automobile http://dbpedia.org/ontology/MeanOfTransportation"
"1002","0","http://dbpedia.org/ontology/Automobile http://dbpedia.org/ontology/MeanOfTransportation"
"1002","1","http://dbpedia.org/ontology/Person"
"1002","2","http://dbpedia.org/ontology/Automobile http://dbpedia.org/ontology/MeanOfTransportation"
"100","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Congressman http://dbpedia.org/ontology/Politician"
"100","1","http://dbpedia.org/ontology/EducationalInstitution http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/University"
"100","2","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"10,000_metres#0","2","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete"
"10,000_metres#7","2","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete"
"1000","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Mayor http://dbpedia.org/ontology/Politician"
"1000","1","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/Country"
"1000","2","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"1004","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Medician http://dbpedia.org/ontology/Scientist"
"1004","1","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/City"
"1004","2","http://dbpedia.org/ontology/EducationalInstitution http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/School http://dbpedia.org/ontology/University"
"1005","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/SoccerPlayer http://dbpedia.org/ontology/MemberOfParliament http://dbpedia.org/ontology/Politician"
"1005","1","http://dbpedia.org/ontology/College http://dbpedia.org/ontology/EducationalInstitution http://dbpedia.org/ontology/Organisation"
"1005","2","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/MemberOfParliament http://dbpedia.org/ontology/Politician"
"1005","3","http://dbpedia.org/ontology/Place"
"1008","0","http://dbpedia.org/ontology/Event http://dbpedia.org/ontology/MilitaryConflict http://dbpedia.org/ontology/SocietalEvent"
"1008","1","http://dbpedia.org/ontology/Event http://dbpedia.org/ontology/MilitaryConflict http://dbpedia.org/ontology/SocietalEvent"
"1008","2","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Country"
"100_metres_freestyle#1","0","http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SoccerClub http://dbpedia.org/ontology/SportsTeam"
"101","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/Congressman http://dbpedia.org/ontology/Politician"
"101","1","http://dbpedia.org/ontology/Person"
"101","2","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/Village"
"100_metres#Race_dynamics#8","3","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete"
"100_metres#Race_dynamics#12","2","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete"
"100_metres#Race_dynamics#12","1","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete"
"100_metres#Race_dynamics#12","3","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete"
"1006","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/MemberOfParliament http://dbpedia.org/ontology/Politician"
"1006","1","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Village"
"1006","2","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Country"
"1006","3","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/Village http://dbpedia.org/ontology/City"
"1009","0","http://dbpedia.org/ontology/Event http://dbpedia.org/ontology/MilitaryConflict http://dbpedia.org/ontology/SocietalEvent"
"1009","1","http://dbpedia.org/ontology/Event http://dbpedia.org/ontology/MilitaryConflict http://dbpedia.org/ontology/SocietalEvent"
"1009","2","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/PopulatedPlace"
"1011","0","http://dbpedia.org/ontology/Event http://dbpedia.org/ontology/MilitaryConflict http://dbpedia.org/ontology/SocietalEvent"
"1011","1","http://dbpedia.org/ontology/Event http://dbpedia.org/ontology/MilitaryConflict http://dbpedia.org/ontology/SocietalEvent"
"1011","2","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"1015","0","http://dbpedia.org/ontology/Event http://dbpedia.org/ontology/MilitaryConflict http://dbpedia.org/ontology/SocietalEvent"
"1015","1","http://dbpedia.org/ontology/Event http://dbpedia.org/ontology/MilitaryConflict http://dbpedia.org/ontology/SocietalEvent"
"1015","2","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"1012","0","http://dbpedia.org/ontology/Event http://dbpedia.org/ontology/MilitaryConflict http://dbpedia.org/ontology/SocietalEvent"
"1012","1","http://dbpedia.org/ontology/Event http://dbpedia.org/ontology/MilitaryConflict http://dbpedia.org/ontology/SocietalEvent"
"1012","2","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/Country"
"102","0","http://dbpedia.org/ontology/Conifer http://dbpedia.org/ontology/Eukaryote http://dbpedia.org/ontology/Plant http://dbpedia.org/ontology/Species"
"102","1","http://dbpedia.org/ontology/Conifer http://dbpedia.org/ontology/Eukaryote http://dbpedia.org/ontology/Plant http://dbpedia.org/ontology/Species"
"1013","0","http://dbpedia.org/ontology/Event http://dbpedia.org/ontology/MilitaryConflict http://dbpedia.org/ontology/SocietalEvent"
"1013","1","http://dbpedia.org/ontology/Event http://dbpedia.org/ontology/MilitaryConflict http://dbpedia.org/ontology/SocietalEvent"
"1013","2","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"1019","0","http://dbpedia.org/ontology/Event http://dbpedia.org/ontology/MilitaryConflict http://dbpedia.org/ontology/SocietalEvent"
"1019","1","http://dbpedia.org/ontology/Event http://dbpedia.org/ontology/MilitaryConflict http://dbpedia.org/ontology/SocietalEvent"
"1019","2","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Settlement"
"1014","0","http://dbpedia.org/ontology/Event http://dbpedia.org/ontology/MilitaryConflict http://dbpedia.org/ontology/SocietalEvent"
"1014","1","http://dbpedia.org/ontology/Event http://dbpedia.org/ontology/MilitaryConflict http://dbpedia.org/ontology/SocietalEvent"
"1014","2","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"1007","0","http://dbpedia.org/ontology/Event http://dbpedia.org/ontology/MilitaryConflict http://dbpedia.org/ontology/SocietalEvent"
"1007","1","http://dbpedia.org/ontology/Event http://dbpedia.org/ontology/MilitaryConflict http://dbpedia.org/ontology/SocietalEvent"
"1007","2","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"10","0","http://dbpedia.org/ontology/AdministrativeRegion http://dbpedia.org/ontology/ClericalAdministrativeRegion http://dbpedia.org/ontology/Diocese http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Region"
"10","1","http://dbpedia.org/ontology/AdministrativeRegion http://dbpedia.org/ontology/ClericalAdministrativeRegion http://dbpedia.org/ontology/Diocese http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Region"
"10","2","http://dbpedia.org/ontology/AdministrativeRegion http://dbpedia.org/ontology/ClericalAdministrativeRegion http://dbpedia.org/ontology/Diocese http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Region"
"10","3","http://dbpedia.org/ontology/AdministrativeRegion http://dbpedia.org/ontology/ClericalAdministrativeRegion http://dbpedia.org/ontology/Diocese http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Region"
"102nd_United_States_Congress#1","1","http://dbpedia.org/ontology/Bank http://dbpedia.org/ontology/Company http://dbpedia.org/ontology/Organisation"
